Year,State,Obesity_Rate,Education_Level
2022,Michigan,29.7,College graduate
2022,Michigan,32.0,High school graduate
2022,Michigan,35.5,College graduate
2022,Michigan,25.4,Less than high school
2022,Michigan,36.5,Less than high school
2022,Michigan,33.2,Some college or technical school
2022,Michigan,35.6,High school graduate
2022,Michigan,37.0,Some college or technical school
2022,Minnesota,36.7,College graduate
2022,Minnesota,34.5,High school graduate
2022,Minnesota,40.4,Less than high school
2022,Minnesota,33.8,High school graduate
2022,Minnesota,34.7,Some college or technical school
2022,Minnesota,27.7,Less than high school
2022,Minnesota,36.6,Some college or technical school
2022,Minnesota,29.4,College graduate
2022,Missouri,32.7,Some college or technical school
2022,Missouri,31.6,Less than high school
2022,Missouri,34.4,High school graduate
2022,Missouri,35.2,College graduate
2022,Missouri,33.5,College graduate
2022,Missouri,39.5,Some college or technical school
2022,Missouri,41.8,Less than high school
2022,Missouri,34.7,High school graduate
2022,Mississippi,39.3,College graduate
2022,Mississippi,36.0,Less than high school
2022,Mississippi,34.3,Some college or technical school
2022,Mississippi,41.8,Some college or technical school
2022,Mississippi,35.9,College graduate
2022,Mississippi,31.8,High school graduate
2022,Mississippi,38.7,High school graduate
2022,Mississippi,26.6,Less than high school
2022,Montana,25.9,Less than high school
2022,Montana,33.5,High school graduate
2022,Montana,30.0,Less than high school
2022,Montana,24.9,College graduate
2022,Montana,31.9,High school graduate
2022,Montana,35.1,Some college or technical school
2022,Montana,36.0,Some college or technical school
2022,Montana,38.1,College graduate
2022,North Carolina,35.1,High school graduate
2022,North Carolina,38.9,College graduate
2022,North Carolina,27.2,College graduate
2022,North Carolina,32.5,Less than high school
2022,North Carolina,41.0,Some college or technical school
2022,North Carolina,32.8,Some college or technical school
2022,North Carolina,34.8,Less than high school
2022,North Carolina,33.4,High school graduate
2022,North Dakota,34.6,Less than high school
2022,North Dakota,35.5,Some college or technical school
2022,North Dakota,38.2,Some college or technical school
2022,North Dakota,31.3,College graduate
2022,North Dakota,36.0,High school graduate
2022,North Dakota,26.8,Less than high school
2022,North Dakota,34.9,High school graduate
2022,North Dakota,38.9,College graduate
2022,Nebraska,32.9,Some college or technical school
2022,Nebraska,38.5,Some college or technical school
2022,Nebraska,30.2,College graduate
2022,Nebraska,33.3,High school graduate
2022,Nebraska,32.6,Less than high school
2022,Nebraska,37.7,High school graduate
2022,Nebraska,34.2,Less than high school
2022,Nebraska,39.5,College graduate
2022,New Hampshire,25.3,College graduate
2022,New Hampshire,32.1,High school graduate
2022,New Hampshire,37.4,College graduate
2022,New Hampshire,36.9,Less than high school
2022,New Hampshire,33.5,Some college or technical school
2022,New Hampshire,37.5,High school graduate
2022,New Hampshire,35.2,Some college or technical school
2022,New Hampshire,36.3,Less than high school
2022,New Jersey,33.9,Some college or technical school
2022,New Jersey,37.5,College graduate
2022,New Jersey,33.7,Less than high school
2022,New Jersey,32.6,Some college or technical school
2022,New Jersey,24.4,College graduate
2022,New Jersey,31.2,High school graduate
2022,New Jersey,37.6,High school graduate
2022,New Jersey,38.2,Less than high school
2022,New Mexico,35.2,High school graduate
2022,New Mexico,36.2,College graduate
2022,New Mexico,35.4,High school graduate
2022,New Mexico,24.0,College graduate
2022,New Mexico,36.6,Less than high school
2022,New Mexico,37.6,Some college or technical school
2022,New Mexico,40.1,Less than high school
2022,New Mexico,34.8,Some college or technical school
2022,Nevada,35.8,Some college or technical school
2022,Nevada,33.4,Some college or technical school
2022,Nevada,36.1,Less than high school
2022,Nevada,27.1,College graduate
2022,Nevada,34.6,Less than high school
2022,Nevada,31.1,High school graduate
2022,Nevada,36.4,High school graduate
2022,Nevada,36.3,College graduate
2022,New York,35.7,Less than high school
2022,New York,34.5,Less than high school
2022,New York,33.1,High school graduate
2022,New York,33.8,High school graduate
2022,New York,23.9,College graduate
2022,New York,33.9,Some college or technical school
2022,New York,33.2,Some college or technical school
2022,New York,33.9,College graduate
2022,Ohio,37.8,Less than high school
2022,Ohio,31.7,High school graduate
2022,Ohio,40.8,Some college or technical school
2022,Ohio,32.8,Less than high school
2022,Ohio,31.3,Some college or technical school
2022,Ohio,35.9,College graduate
2022,Ohio,40.0,High school graduate
2022,Ohio,33.1,College graduate
2022,Oklahoma,36.4,College graduate
2022,Oklahoma,35.1,College graduate
2022,Oklahoma,31.6,Less than high school
2022,Oklahoma,42.4,Some college or technical school
2022,Oklahoma,40.9,High school graduate
2022,Oklahoma,33.2,Some college or technical school
2022,Oklahoma,29.6,High school graduate
2022,Oklahoma,38.5,Less than high school
2022,Oregon,34.0,High school graduate
2022,Oregon,35.5,Some college or technical school
2022,Oregon,36.2,Less than high school
2022,Oregon,30.9,Less than high school
2022,Oregon,34.3,Some college or technical school
2022,Oregon,25.0,College graduate
2022,Oregon,37.3,College graduate
2022,Oregon,35.1,High school graduate
2022,Pennsylvania,37.8,College graduate
2022,Pennsylvania,33.4,Some college or technical school
2022,Pennsylvania,29.7,Less than high school
2022,Pennsylvania,33.2,High school graduate
2022,Pennsylvania,34.8,Some college or technical school
2022,Pennsylvania,36.1,High school graduate
2022,Pennsylvania,25.5,College graduate
2022,Puerto Rico,30.6,Less than high school
2022,Puerto Rico,36.5,Some college or technical school
2022,Puerto Rico,33.8,High school graduate
2022,Puerto Rico,33.9,Some college or technical school
2022,Puerto Rico,38.5,Less than high school
2022,Puerto Rico,37.4,High school graduate
2022,Puerto Rico,37.3,College graduate
2022,Puerto Rico,34.2,College graduate
2022,Rhode Island,34.9,Less than high school
2022,Rhode Island,36.4,Less than high school
2022,Rhode Island,33.8,Some college or technical school
2022,Rhode Island,35.5,High school graduate
2022,Rhode Island,24.4,College graduate
2022,Rhode Island,40.0,College graduate
2022,Rhode Island,33.4,High school graduate
2022,South Carolina,36.7,Some college or technical school
2022,South Carolina,33.3,Less than high school
2022,South Carolina,37.3,College graduate
2022,South Carolina,32.6,High school graduate
2022,South Carolina,35.3,Some college or technical school
2022,South Carolina,35.9,High school graduate
2022,South Carolina,35.4,Less than high school
2022,South Carolina,32.3,College graduate
2022,South Dakota,39.8,Less than high school
2022,South Dakota,44.3,Some college or technical school
2022,South Dakota,35.0,High school graduate
2022,South Dakota,36.4,High school graduate
2022,South Dakota,33.5,Less than high school
2022,South Dakota,30.5,College graduate
2022,South Dakota,35.9,College graduate
2022,South Dakota,33.0,Some college or technical school
2022,Tennessee,32.5,College graduate
2022,Tennessee,42.9,High school graduate
2022,Tennessee,27.4,Less than high school
2022,Tennessee,39.3,Some college or technical school
2022,Tennessee,37.2,College graduate
2022,Tennessee,33.5,Some college or technical school
2022,Tennessee,28.0,High school graduate
2022,Tennessee,40.7,Less than high school
2022,Texas,36.5,College graduate
2022,Texas,40.1,Less than high school
2022,Texas,33.8,Some college or technical school
2022,Texas,35.7,Some college or technical school
2022,Texas,38.0,High school graduate
2022,Texas,31.8,High school graduate
2022,Texas,37.1,Less than high school
2022,Texas,31.0,College graduate
2022,National,37.6,Less than high school
2022,National,27.2,College graduate
2022,National,32.3,High school graduate
2022,National,35.7,High school graduate
2022,National,33.1,Less than high school
2022,National,36.6,College graduate
2022,National,33.6,Some college or technical school
2022,National,35.9,Some college or technical school
2022,Utah,34.0,Some college or technical school
2022,Utah,32.9,Some college or technical school
2022,Utah,36.4,Less than high school
2022,Utah,31.3,High school graduate
2022,Utah,36.3,College graduate
2022,Utah,27.7,College graduate
2022,Utah,30.9,Less than high school
2022,Utah,33.0,High school graduate
2022,Virginia,31.5,High school graduate
2022,Virginia,34.7,College graduate
2022,Virginia,36.4,High school graduate
2022,Virginia,30.0,College graduate
2022,Virginia,30.6,Some college or technical school
2022,Virginia,29.3,Less than high school
2022,Virginia,39.0,Some college or technical school
2022,Virginia,40.8,Less than high school
2022,Virgin Islands,30.0,High school graduate
2022,Virgin Islands,36.0,College graduate
2022,Virgin Islands,36.7,Less than high school
2022,Virgin Islands,41.0,High school graduate
2022,Virgin Islands,22.8,Some college or technical school
2022,Virgin Islands,32.3,College graduate
2022,Vermont,36.2,College graduate
2022,Vermont,29.6,Less than high school
2022,Vermont,36.6,Some college or technical school
2022,Vermont,37.0,Less than high school
2022,Vermont,31.4,High school graduate
2022,Vermont,29.5,Some college or technical school
2022,Vermont,30.2,High school graduate
2022,Washington,35.9,Less than high school
2022,Washington,33.0,High school graduate
2022,Washington,35.8,College graduate
2022,Washington,37.4,Less than high school
2022,Washington,35.9,Some college or technical school
2022,Washington,24.2,College graduate
2022,Washington,33.6,Some college or technical school
2022,Washington,35.2,High school graduate
2022,Wisconsin,30.7,High school graduate
2022,Wisconsin,40.0,Some college or technical school
2022,Wisconsin,33.4,Some college or technical school
2022,Wisconsin,35.5,College graduate
2022,Wisconsin,31.7,College graduate
2022,Wisconsin,40.0,Less than high school
2022,Wisconsin,40.2,High school graduate
2022,Wisconsin,30.3,Less than high school
2022,West Virginia,42.6,Some college or technical school
2022,West Virginia,33.1,High school graduate
2022,West Virginia,42.4,High school graduate
2022,West Virginia,37.0,College graduate
2022,West Virginia,37.8,College graduate
2022,West Virginia,32.4,Some college or technical school
2022,West Virginia,39.6,Less than high school
2022,West Virginia,28.9,Less than high school
2022,Wyoming,34.7,High school graduate
2022,Wyoming,26.4,College graduate
2022,Wyoming,33.4,Less than high school
2022,Wyoming,33.8,Some college or technical school
2022,Wyoming,39.9,College graduate
2022,Wyoming,37.2,Some college or technical school
2022,Wyoming,35.7,High school graduate
2022,Wyoming,41.0,Less than high school
2023,Alaska,35.8,High school graduate
2023,Alaska,31.9,College graduate
2023,Alaska,32.5,Less than high school
2023,Alaska,38.0,Some college or technical school
2023,Alaska,32.9,Less than high school
2023,Alaska,34.0,College graduate
2023,Alaska,34.7,Some college or technical school
2023,Alaska,31.3,High school graduate
2023,Alabama,31.2,High school graduate
2023,Alabama,38.0,Less than high school
2023,Alabama,32.9,Some college or technical school
2023,Alabama,39.4,High school graduate
2023,Alabama,42.9,Some college or technical school
2023,Alabama,35.0,College graduate
2023,Alabama,34.4,Less than high school
2023,Alabama,33.7,College graduate
2023,Arkansas,32.7,Some college or technical school
2023,Arkansas,30.6,High school graduate
2023,Arkansas,27.1,Less than high school
2023,Arkansas,33.9,College graduate
2023,Arkansas,35.1,College graduate
2023,Arkansas,42.5,Some college or technical school
2023,Arkansas,39.7,High school graduate
2023,Arizona,35.6,College graduate
2023,Arizona,32.2,Some college or technical school
2023,Arizona,36.9,High school graduate
2023,Arizona,36.2,Some college or technical school
2023,Arizona,30.0,High school graduate
2023,Arizona,35.9,Less than high school
2023,Arizona,33.3,Less than high school
2023,Arizona,26.8,College graduate
2023,California,30.9,Some college or technical school
2023,California,38.8,Less than high school
2023,California,37.3,College graduate
2023,California,33.6,High school graduate
2023,California,36.2,Some college or technical school
2023,California,32.1,High school graduate
2023,California,33.8,Less than high school
2023,Colorado,35.8,College graduate
2023,Colorado,26.7,High school graduate
2023,Colorado,35.4,Some college or technical school
2023,Colorado,33.0,High school graduate
2023,Colorado,29.3,Some college or technical school
2023,Colorado,35.5,Less than high school
2023,Colorado,27.1,Less than high school
2023,Connecticut,35.7,Less than high school
2023,Connecticut,37.6,College graduate
2023,Connecticut,33.5,Some college or technical school
